year,team_raw,jersey,name,position,position_group,born,age_at_tournament,club_name,club_country,caps_at_start,national_goals_at_start
2026,Morocco,,Gessime Yassine,FW,FW,2005-11-22,20.0,Strasbourg,France,,
2026,Morocco,,Ayoube Amaimouni,FW,FW,2004-11-30,21.0,Eintracht Frankfurt,Germany,,
2026,Netherlands,,Bart Verbruggen,GK,GK,2002-08-18,23.0,Brighton & Hove Albion,England,,
2026,Netherlands,,Mark Flekken,GK,GK,1993-06-13,32.0,Bayer Leverkusen,Germany,,
2026,Netherlands,,Robin Roefs,GK,GK,2003-01-17,23.0,Sunderland,England,,
2026,Netherlands,,Virgil van Dijk,DF,DF,1991-07-08,34.0,Liverpool,England,,
2026,Netherlands,,Denzel Dumfries,DF,DF,1996-04-18,30.0,Inter Milan,Italy,,
2026,Netherlands,,Nathan Aké,DF,DF,1995-02-18,31.0,Manchester City,England,,
2026,Netherlands,,Jurriën Timber,DF,DF,2001-06-17,24.0,Arsenal,England,,
2026,Netherlands,,Micky van de Ven,DF,DF,2001-04-19,25.0,Tottenham Hotspur,England,,
2026,Netherlands,,Mats Wieffer,DF,DF,1999-11-16,26.0,Brighton & Hove Albion,England,,
2026,Netherlands,,Jan Paul van Hecke,DF,DF,2000-06-08,26.0,Brighton & Hove Albion,England,,
2026,Netherlands,,Jorrel Hato,DF,DF,2006-03-07,20.0,Chelsea,England,,
2026,Netherlands,,Frenkie de Jong,MF,MF,1997-05-12,29.0,Barcelona,Spain,,
2026,Netherlands,,Marten de Roon,MF,MF,1991-03-29,35.0,Atalanta,Italy,,
2026,Netherlands,,Tijjani Reijnders,MF,MF,1998-07-29,27.0,Manchester City,England,,
2026,Netherlands,,Teun Koopmeiners,MF,MF,1998-02-28,28.0,Juventus,Italy,,
2026,Netherlands,,Ryan Gravenberch,MF,MF,2002-05-16,24.0,Liverpool,England,,
2026,Netherlands,,Justin Kluivert,MF,MF,1999-05-05,27.0,Bournemouth,England,,
2026,Netherlands,,Quinten Timber,MF,MF,2001-06-17,24.0,Marseille,France,,
2026,Netherlands,,Guus Til,MF,MF,1997-12-22,28.0,PSV Eindhoven,Netherlands,,
2026,Netherlands,,Memphis Depay,FW,FW,1994-02-13,32.0,Corinthians,Brazil,,
2026,Netherlands,,Wout Weghorst,FW,FW,1992-08-07,33.0,Ajax,Netherlands,,
2026,Netherlands,,Donyell Malen,FW,FW,1999-01-19,27.0,Roma,Italy,,
2026,Netherlands,,Cody Gakpo,FW,FW,1999-05-07,27.0,Liverpool,England,,
2026,Netherlands,,Noa Lang,FW,FW,1999-06-17,26.0,Galatasaray,Turkey,,
2026,Netherlands,,Brian Brobbey,FW,FW,2002-02-01,24.0,Sunderland,England,,
2026,Netherlands,,Crysencio Summerville,FW,FW,2001-10-30,24.0,West Ham United,England,,
2026,New Zealand,1.0,Max Crocombe,GK,GK,1993-08-12,32.0,Millwall,England,,
2026,New Zealand,2.0,Tim Payne,DF,DF,1994-01-10,32.0,Wellington Phoenix,New Zealand,,
2026,New Zealand,3.0,Francis de Vries,DF,DF,1994-11-28,31.0,Auckland FC,New Zealand,,
2026,New Zealand,4.0,Tyler Bindon,DF,DF,2005-01-27,21.0,Sheffield United,England,,
2026,New Zealand,5.0,Michael Boxall,DF,DF,1988-08-18,37.0,Minnesota United FC,United States,,
2026,New Zealand,6.0,Joe Bell,MF,MF,1999-04-27,27.0,Viking,Norway,,
2026,New Zealand,7.0,Matthew Garbett,MF,MF,2002-04-13,24.0,Peterborough United,England,,
2026,New Zealand,8.0,Marko Stamenić,MF,MF,2002-02-19,24.0,Swansea City,Wales,,
2026,New Zealand,9.0,Chris Wood,FW,FW,1991-12-07,34.0,Nottingham Forest,England,,
2026,New Zealand,10.0,Sarpreet Singh,MF,MF,1999-02-20,27.0,Wellington Phoenix,New Zealand,,
2026,New Zealand,11.0,Elijah Just,MF,MF,2000-05-01,26.0,Motherwell,Scotland,,
2026,New Zealand,12.0,Alex Paulsen,GK,GK,2002-07-04,23.0,Lechia Gdańsk,Poland,,
2026,New Zealand,13.0,Liberato Cacace,DF,DF,2000-09-27,25.0,Wrexham,Wales,,
2026,New Zealand,14.0,Alex Rufer,MF,MF,1996-06-12,29.0,Wellington Phoenix,New Zealand,,
2026,New Zealand,15.0,Nando Pijnaker,DF,DF,1999-02-25,27.0,Auckland FC,New Zealand,,
2026,New Zealand,16.0,Finn Surman,DF,DF,2003-09-23,22.0,Portland Timbers,United States,,
2026,New Zealand,17.0,Kosta Barbarouses,FW,FW,1990-02-19,36.0,Western Sydney Wanderers,,,
2026,New Zealand,18.0,Ben Waine,FW,FW,2001-06-11,25.0,Port Vale,England,,
2026,New Zealand,19.0,Ben Old,MF,MF,2002-08-13,23.0,Saint-Étienne,France,,
2026,New Zealand,20.0,Callum McCowatt,MF,MF,1999-04-30,27.0,Silkeborg,Denmark,,
2026,New Zealand,21.0,Jesse Randall,FW,FW,2002-08-19,23.0,Auckland FC,New Zealand,,
2026,New Zealand,22.0,Michael Woud,GK,GK,1999-01-16,27.0,Auckland FC,New Zealand,,
2026,New Zealand,23.0,Ryan Thomas,MF,MF,1994-12-20,31.0,PEC Zwolle,Netherlands,,
2026,New Zealand,24.0,Callan Elliot,DF,DF,1999-07-07,26.0,Auckland FC,New Zealand,,
2026,New Zealand,25.0,Lachlan Bayliss,MF,MF,2002-07-24,23.0,Newcastle Jets,,,
2026,New Zealand,26.0,Tommy Smith,DF,DF,1990-03-31,36.0,Braintree Town,England,,
2026,Norway,1.0,Ørjan Nyland,GK,GK,1990-09-10,35.0,Sevilla,Spain,,
2026,Norway,2.0,Morten Thorsby,MF,MF,1996-05-05,30.0,Cremonese,Italy,,
2026,Norway,3.0,Kristoffer Ajer,DF,DF,1998-04-17,28.0,Brentford,England,,
2026,Norway,4.0,Leo Østigård,DF,DF,1999-11-28,26.0,Genoa,Italy,,
2026,Norway,5.0,David Møller Wolfe,DF,DF,2002-04-23,24.0,Wolverhampton Wanderers,England,,
2026,Norway,6.0,Patrick Berg,MF,MF,1997-11-24,28.0,Bodø/Glimt,Norway,,
2026,Norway,7.0,Alexander Sørloth,FW,FW,1995-12-05,30.0,Atlético Madrid,Spain,,
2026,Norway,8.0,Sander Berge,MF,MF,1998-02-14,28.0,Fulham,England,,
2026,Norway,9.0,Erling Haaland,FW,FW,2000-07-21,25.0,Manchester City,England,,
2026,Norway,10.0,Martin Ødegaard,MF,MF,1998-12-17,27.0,Arsenal,England,,
2026,Norway,11.0,Jørgen Strand Larsen,FW,FW,2000-02-06,26.0,Crystal Palace,England,,
2026,Norway,12.0,Sander Tangvik,GK,GK,2002-11-29,23.0,Hamburger SV,Germany,,
2026,Norway,13.0,Egil Selvik,GK,GK,1997-07-30,28.0,Watford,England,,
2026,Norway,14.0,Fredrik Aursnes,MF,MF,1995-12-10,30.0,Benfica,,,
2026,Norway,15.0,Fredrik André Bjørkan,DF,DF,1998-08-21,27.0,Bodø/Glimt,Norway,,
2026,Norway,16.0,Marcus Holmgren Pedersen,DF,DF,2000-07-16,25.0,Torino,Italy,,
2026,Norway,17.0,Torbjørn Heggem,DF,DF,1999-01-12,27.0,Bologna,Italy,,
2026,Norway,18.0,Kristian Thorstvedt,MF,MF,1999-03-13,27.0,Sassuolo,Italy,,
2026,Norway,19.0,Thelo Aasgaard,MF,MF,2002-05-02,24.0,Rangers,Scotland,,
2026,Norway,20.0,Antonio Nusa,MF,MF,2005-04-17,21.0,RB Leipzig,Germany,,
2026,Norway,21.0,Andreas Schjelderup,MF,MF,2004-06-01,22.0,Benfica,,,
2026,Norway,22.0,Oscar Bobb,MF,MF,2003-07-12,22.0,Fulham,England,,
2026,Norway,23.0,Jens Petter Hauge,MF,MF,1999-10-12,26.0,Bodø/Glimt,Norway,,
2026,Norway,24.0,Sondre Langås,DF,DF,2001-02-02,25.0,Derby County,England,,
2026,Norway,25.0,Henrik Falchener,DF,DF,2003-05-08,23.0,Viking,Norway,,
2026,Norway,26.0,Julian Ryerson,DF,DF,1997-11-17,28.0,Borussia Dortmund,Germany,,
2026,Panama,,Luis Mejía,GK,GK,1991-03-16,35.0,Nacional,Uruguay,,
2026,Panama,,Orlando Mosquera,GK,GK,1994-12-25,31.0,Al-Fayha,Saudi Arabia,,
2026,Panama,,César Samudio,GK,GK,1994-03-26,32.0,Marathón,,,
2026,Panama,,Eric Davis,DF,DF,1991-03-31,35.0,Plaza Amador,Panama,,
2026,Panama,,Fidel Escobar,DF,DF,1995-01-09,31.0,Saprissa,Costa Rica,,
2026,Panama,,Michael Amir Murillo,DF,DF,1996-02-11,30.0,Beşiktaş,Turkey,,
2026,Panama,,Roderick Miller,DF,DF,1992-04-03,34.0,Turan Tovuz,Azerbaijan,,
2026,Panama,,Andrés Andrade,DF,DF,1998-10-16,27.0,LASK,Austria,,
2026,Panama,,César Blackman,DF,DF,1998-04-02,28.0,Slovan Bratislava,Slovakia,,
2026,Panama,,José Córdoba,DF,DF,2001-06-03,25.0,Norwich City,England,,
2026,Panama,,Jiovany Ramos,DF,DF,1997-01-26,29.0,Puerto Cabello,,,
2026,Panama,,Jorge Gutiérrez,DF,DF,1998-09-01,27.0,Deportivo La Guaira,,,
2026,Panama,,Edgardo Fariña,DF,DF,2001-09-21,24.0,Pari Nizhny Novgorod,Russia,,
2026,Panama,,Aníbal Godoy,MF,MF,1990-02-10,36.0,San Diego FC,United States,,
2026,Panama,,Alberto Quintero,MF,MF,1987-12-18,38.0,Plaza Amador,Panama,,
2026,Panama,,Yoel Bárcenas,MF,MF,1993-10-23,32.0,Mazatlán,Mexico,,
2026,Panama,,Adalberto Carrasquilla,MF,MF,1998-11-28,27.0,UNAM,Mexico,,
2026,Panama,,José Luis Rodríguez,MF,MF,1998-06-19,27.0,Juárez,Mexico,,
2026,Panama,,Cristian Martínez,MF,MF,1997-02-06,29.0,Ironi Kiryat Shmona,Israel,,
2026,Panama,,César Yanis,MF,MF,1996-01-28,30.0,Cobresal,Chile,,
2026,Panama,,Carlos Harvey,MF,MF,2000-02-03,26.0,Minnesota United FC,United States,,
2026,Panama,,Azarias Londoño,MF,MF,2001-06-21,24.0,Universidad Católica,Ecuador,,
2026,Panama,,José Fajardo,FW,FW,1993-08-18,32.0,Universidad Católica,Ecuador,,
2026,Panama,,Ismael Díaz,FW,FW,1997-05-12,29.0,León,Mexico,,
2026,Panama,,Cecilio Waterman,FW,FW,1991-04-13,35.0,Universidad de Concepción,Chile,,
2026,Panama,,Tomás Rodríguez,FW,FW,1999-03-09,27.0,Saprissa,Costa Rica,,
2026,Paraguay,1.0,Gatito Fernández,GK,GK,1988-03-29,38.0,Cerro Porteño,Paraguay,,
2026,Paraguay,2.0,Gustavo Velázquez,DF,DF,1991-04-17,35.0,Cerro Porteño,Paraguay,,
2026,Paraguay,3.0,Omar Alderete,DF,DF,1996-12-26,29.0,Sunderland,England,,
2026,Paraguay,4.0,Juan José Cáceres,DF,DF,2000-06-01,26.0,Dynamo Moscow,Russia,,
2026,Paraguay,5.0,Fabián Balbuena,DF,DF,1991-08-23,34.0,Grêmio,Brazil,,
2026,Paraguay,6.0,Júnior Alonso,DF,DF,1993-02-09,33.0,Atlético Mineiro,Brazil,,
2026,Paraguay,7.0,Ramón Sosa,MF,MF,1999-08-31,26.0,Palmeiras,Brazil,,
2026,Paraguay,8.0,Diego Gómez,MF,MF,2003-03-27,23.0,Brighton & Hove Albion,England,,
2026,Paraguay,9.0,Antonio Sanabria,FW,FW,1996-03-04,30.0,Cremonese,Italy,,
2026,Paraguay,10.0,Miguel Almirón,MF,MF,1994-02-10,32.0,Atlanta United FC,United States,,
2026,Paraguay,11.0,Maurício,MF,MF,2001-06-22,24.0,Palmeiras,Brazil,,
2026,Paraguay,12.0,Orlando Gill,GK,GK,2000-06-11,26.0,San Lorenzo,Argentina,,
2026,Paraguay,13.0,José Canale,DF,DF,1996-07-20,29.0,Lanús,Argentina,,
2026,Paraguay,14.0,Andrés Cubas,MF,MF,1996-05-11,30.0,Vancouver Whitecaps FC,,,
2026,Paraguay,15.0,Gustavo Gómez,DF,DF,1993-05-06,33.0,Palmeiras,Brazil,,
2026,Paraguay,16.0,Damián Bobadilla,MF,MF,2001-07-11,24.0,São Paulo,Brazil,,
2026,Paraguay,17.0,Kaku,FW,FW,1995-01-11,31.0,Al-Ain,United Arab Emirates,,
2026,Paraguay,18.0,Álex Arce,FW,FW,1995-06-16,30.0,Independiente Rivadavia,Argentina,,
2026,Paraguay,19.0,Julio Enciso,FW,FW,2004-01-23,22.0,Strasbourg,France,,
2026,Paraguay,20.0,Braian Ojeda,MF,MF,2000-06-27,25.0,Orlando City SC,United States,,
2026,Paraguay,21.0,Gabriel Ávalos,FW,FW,1990-10-12,35.0,Independiente,Argentina,,
2026,Paraguay,22.0,Gastón Olveira,GK,GK,1993-04-21,33.0,Olimpia,Paraguay,,
2026,Paraguay,23.0,Matías Galarza,MF,MF,2002-02-11,24.0,Atlanta United FC,United States,,
2026,Paraguay,24.0,Gustavo Caballero,MF,MF,2001-09-21,24.0,Portsmouth,England,,
2026,Paraguay,25.0,Isidro Pitta,FW,FW,1999-08-14,26.0,Red Bull Bragantino,Brazil,,
2026,Paraguay,26.0,Alexandro Maidana,DF,DF,2005-07-26,20.0,Talleres,Argentina,,
2026,Portugal,,Diogo Costa,GK,GK,1999-09-19,26.0,Porto,,,
2026,Portugal,,José Sá,GK,GK,1993-01-17,33.0,Wolverhampton Wanderers,England,,
2026,Portugal,,Rui Silva,GK,GK,1994-02-07,32.0,Sporting CP,,,
2026,Portugal,,Rúben Dias,DF,DF,1997-05-14,29.0,Manchester City,England,,
2026,Portugal,,João Cancelo,DF,DF,1994-05-27,32.0,Barcelona,Spain,,
2026,Portugal,,Nélson Semedo,DF,DF,1993-11-16,32.0,Fenerbahçe,Turkey,,
2026,Portugal,,Nuno Mendes,DF,DF,2002-06-19,23.0,Paris Saint-Germain,France,,
2026,Portugal,,Diogo Dalot,DF,DF,1999-03-18,27.0,Manchester United,England,,
2026,Portugal,,Gonçalo Inácio,DF,DF,2001-08-25,24.0,Sporting CP,,,
2026,Portugal,,Matheus Nunes,DF,DF,1998-08-27,27.0,Manchester City,England,,
2026,Portugal,,Renato Veiga,DF,DF,2003-07-29,22.0,Villarreal,Spain,,
2026,Portugal,,Tomás Araújo,DF,DF,2002-05-16,24.0,Benfica,,,
2026,Portugal,,Bernardo Silva,MF,MF,1994-08-10,31.0,Manchester City,England,,
2026,Portugal,,Bruno Fernandes,MF,MF,1994-09-08,31.0,Manchester United,England,,
2026,Portugal,,Rúben Neves,MF,MF,1997-03-13,29.0,Al-Hilal,Saudi Arabia,,
2026,Portugal,,Vitinha,MF,MF,2000-02-13,26.0,Paris Saint-Germain,France,,
2026,Portugal,,João Neves,MF,MF,2004-09-27,21.0,Paris Saint-Germain,France,,
2026,Portugal,,Samú Costa,MF,MF,2000-11-27,25.0,Mallorca,Spain,,
2026,Portugal,,Cristiano Ronaldo,FW,FW,1985-02-05,41.0,Al-Nassr,Saudi Arabia,,
2026,Portugal,,João Félix,FW,FW,1999-11-10,26.0,Al-Nassr,Saudi Arabia,,
2026,Portugal,,Rafael Leão,FW,FW,1999-06-10,27.0,Milan,Italy,,
2026,Portugal,,Gonçalo Guedes,FW,FW,1996-11-29,29.0,Real Sociedad,Spain,,
2026,Portugal,,Gonçalo Ramos,FW,FW,2001-06-20,24.0,Paris Saint-Germain,France,,
2026,Portugal,,Pedro Neto,FW,FW,2000-03-09,26.0,Chelsea,England,,
2026,Portugal,,Francisco Trincão,FW,FW,1999-12-29,26.0,Sporting CP,,,
2026,Portugal,,Francisco Conceição,FW,FW,2002-12-14,23.0,Juventus,Italy,,
2026,Qatar,1.0,Mahmud Abunada,GK,GK,2000-02-05,26.0,Al-Rayyan,Qatar,,
2026,Qatar,2.0,Pedro Miguel,DF,DF,1990-08-06,35.0,Al-Sadd,Qatar,,
2026,Qatar,3.0,Lucas Mendes,DF,DF,1990-07-03,35.0,Al-Wakrah,Qatar,,
2026,Qatar,4.0,Issa Laye,DF,DF,1997-12-22,28.0,Al-Arabi,Qatar,,
2026,Qatar,5.0,Jassem Gaber,DF,DF,2002-02-20,24.0,Al-Rayyan,Qatar,,
2026,Qatar,6.0,Abdulaziz Hatem,MF,MF,1990-01-01,36.0,Al-Rayyan,Qatar,,
2026,Qatar,7.0,Ahmed Alaaeldin,FW,FW,1993-01-31,33.0,Al-Rayyan,Qatar,,
2026,Qatar,8.0,Edmilson Junior,FW,FW,1994-08-19,31.0,Al-Duhail,Qatar,,
2026,Qatar,9.0,Mohammed Muntari,FW,FW,1993-12-20,32.0,Al-Gharafa,Qatar,,
2026,Qatar,10.0,Hassan Al-Haydos,FW,FW,1990-12-11,35.0,Al-Sadd,Qatar,,
2026,Qatar,11.0,Akram Afif,FW,FW,1996-11-18,29.0,Al-Sadd,Qatar,,
2026,Qatar,12.0,Karim Boudiaf,MF,MF,1990-09-16,35.0,Al-Duhail,Qatar,,
2026,Qatar,13.0,Ayoub Al-Oui,DF,DF,2005-03-11,21.0,Al-Gharafa,Qatar,,
2026,Qatar,14.0,Homam Ahmed,DF,DF,1999-08-25,26.0,Cultural Leonesa,Spain,,
2026,Qatar,15.0,Yusuf Abdurisag,FW,FW,1999-08-06,26.0,Al-Wakrah,Qatar,,
2026,Qatar,16.0,Boualem Khoukhi,DF,DF,1990-07-09,35.0,Al-Sadd,Qatar,,
2026,Qatar,17.0,Ahmed Al-Ganehi,MF,MF,2000-09-22,25.0,Al-Gharafa,Qatar,,
2026,Qatar,18.0,Sultan Al-Brake,DF,DF,1996-04-07,30.0,Al-Duhail,Qatar,,
2026,Qatar,19.0,Almoez Ali,FW,FW,1996-08-19,29.0,Al-Duhail,Qatar,,
2026,Qatar,20.0,Ahmed Fathy,MF,MF,1993-01-25,33.0,Al-Arabi,Qatar,,
2026,Qatar,21.0,Salah Zakaria,GK,GK,1999-04-24,27.0,Al-Duhail,Qatar,,
2026,Qatar,22.0,Meshaal Barsham,GK,GK,1998-02-14,28.0,Al-Sadd,Qatar,,
2026,Qatar,23.0,Assim Madibo,MF,MF,1996-10-22,29.0,Al-Wakrah,Qatar,,
2026,Qatar,24.0,Tahsin Jamshid,FW,FW,2006-06-16,19.0,Al-Duhail,Qatar,,
2026,Qatar,25.0,Al-Hashmi Al-Hussain,DF,DF,2003-08-15,22.0,Al-Arabi,Qatar,,
2026,Qatar,26.0,Mohamed Manai,FW,FW,2002-10-25,23.0,Al-Shamal,Qatar,,
2026,Saudi Arabia,1.0,Nawaf Al-Aqidi,GK,GK,2000-05-10,26.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,2.0,Ali Majrashi,DF,DF,1999-10-02,26.0,Al-Ahli,Saudi Arabia,,
2026,Saudi Arabia,3.0,Ali Lajami,DF,DF,1996-04-24,30.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,4.0,Abdulelah Al-Amri,DF,DF,1997-01-15,29.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,5.0,Hassan Al-Tambakti,DF,DF,1999-02-09,27.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,6.0,Nasser Al-Dawsari,MF,MF,1998-12-19,27.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,7.0,Musab Al-Juwayr,MF,MF,2003-06-20,22.0,Al-Qadsiah,Saudi Arabia,,
2026,Saudi Arabia,8.0,Ayman Yahya,FW,FW,2001-05-14,25.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,9.0,Firas Al-Buraikan,FW,FW,2000-05-14,26.0,Al-Ahli,Saudi Arabia,,
2026,Saudi Arabia,10.0,Salem Al-Dawsari,FW,FW,1991-08-19,34.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,11.0,Saleh Al-Shehri,FW,FW,1993-11-01,32.0,Al-Ittihad,Saudi Arabia,,
2026,Saudi Arabia,12.0,Saud Abdulhamid,DF,DF,1999-07-18,26.0,Lens,France,,
2026,Saudi Arabia,13.0,Nawaf Boushal,DF,DF,1999-09-16,26.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,14.0,Hassan Kadesh,DF,DF,1992-09-26,33.0,Al-Ittihad,Saudi Arabia,,
2026,Saudi Arabia,15.0,Abdullah Al-Khaibari,MF,MF,1996-08-16,29.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,16.0,Ziyad Al-Johani,MF,MF,2001-11-11,24.0,Al-Ahli,Saudi Arabia,,
2026,Saudi Arabia,17.0,Khalid Al-Ghannam,FW,FW,2000-11-08,25.0,Al-Ettifaq,Saudi Arabia,,
2026,Saudi Arabia,18.0,Alaa Al-Hejji,MF,MF,1995-12-03,30.0,Neom,Saudi Arabia,,
2026,Saudi Arabia,19.0,Abdullah Al-Hamdan,FW,FW,1999-09-13,26.0,Al-Nassr,Saudi Arabia,,
2026,Saudi Arabia,20.0,Sultan Mandash,FW,FW,1994-10-17,31.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,21.0,Mohammed Al-Owais,GK,GK,1991-10-10,34.0,Al-Ula,Saudi Arabia,,
2026,Saudi Arabia,22.0,Ahmed Al-Kassar,GK,GK,1991-05-08,35.0,Al-Qadsiah,Saudi Arabia,,
2026,Saudi Arabia,23.0,Mohamed Kanno,MF,MF,1994-09-22,31.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,24.0,Moteb Al-Harbi,DF,DF,2000-02-20,26.0,Al-Hilal,Saudi Arabia,,
2026,Saudi Arabia,25.0,Jehad Thakri,DF,DF,2001-07-21,24.0,Al-Qadsiah,Saudi Arabia,,
2026,Saudi Arabia,26.0,Mohammed Abu Al-Shamat,DF,DF,2002-08-11,23.0,Al-Qadsiah,Saudi Arabia,,
2026,Scotland,,Craig Gordon,GK,GK,1982-12-31,43.0,Heart of Midlothian,Scotland,,
2026,Scotland,,Angus Gunn,GK,GK,1996-01-22,30.0,Nottingham Forest,England,,
2026,Scotland,,Liam Kelly,GK,GK,1996-01-23,30.0,Rangers,Scotland,,
2026,Scotland,,Andy Robertson,DF,DF,1994-03-11,32.0,Liverpool,England,,
2026,Scotland,,Grant Hanley,DF,DF,1991-11-20,34.0,Hibernian,Scotland,,
2026,Scotland,,Kieran Tierney,DF,DF,1997-06-05,29.0,Celtic,Scotland,,
2026,Scotland,,Scott McKenna,DF,DF,1996-11-12,29.0,Dinamo Zagreb,Croatia,,
2026,Scotland,,Jack Hendry,DF,DF,1995-05-07,31.0,Al-Ettifaq,Saudi Arabia,,
2026,Scotland,,Nathan Patterson,DF,DF,2001-10-16,24.0,Everton,England,,
2026,Scotland,,Anthony Ralston,DF,DF,1998-11-16,27.0,Celtic,Scotland,,
2026,Scotland,,John Souttar,DF,DF,1996-09-25,29.0,Rangers,Scotland,,
2026,Scotland,,Aaron Hickey,DF,DF,2002-06-10,24.0,Brentford,England,,
2026,Scotland,,Dominic Hyam,DF,DF,1995-12-20,30.0,Wrexham,Wales,,
2026,Scotland,,John McGinn,MF,MF,1994-10-18,31.0,Aston Villa,England,,
2026,Scotland,,Scott McTominay,MF,MF,1996-12-08,29.0,Napoli,Italy,,
2026,Scotland,,Ryan Christie,MF,MF,1995-02-22,31.0,Bournemouth,England,,
2026,Scotland,,Kenny McLean,MF,MF,1992-01-08,34.0,Norwich City,England,,
2026,Scotland,,Billy Gilmour,MF,MF,2001-06-11,25.0,Napoli,Italy,,
2026,Scotland,,Lewis Ferguson,MF,MF,1999-08-24,26.0,Bologna,Italy,,
2026,Scotland,,Ben Gannon-Doak,MF,MF,2005-11-11,20.0,Bournemouth,England,,
2026,Scotland,,Findlay Curtis,MF,MF,2006-06-09,20.0,Kilmarnock,Scotland,,
2026,Scotland,,Lyndon Dykes,FW,FW,1995-10-07,30.0,Charlton Athletic,England,,
2026,Scotland,,Ché Adams,FW,FW,1996-07-13,29.0,Torino,Italy,,
2026,Scotland,,Lawrence Shankland,FW,FW,1995-08-10,30.0,Heart of Midlothian,Scotland,,
2026,Scotland,,George Hirst,FW,FW,1999-02-15,27.0,Ipswich Town,England,,
2026,Scotland,,Ross Stewart,FW,FW,1996-07-11,29.0,Southampton,England,,
2026,Senegal,1.0,Yehvann Diouf,GK,GK,1999-11-16,26.0,Nice,France,,
2026,Senegal,2.0,Mamadou Sarr,DF,DF,2005-08-29,20.0,Chelsea,England,,
2026,Senegal,3.0,Kalidou Koulibaly,DF,DF,1991-06-20,34.0,Al-Hilal,Saudi Arabia,,
2026,Senegal,4.0,Abdoulaye Seck,DF,DF,1992-06-04,34.0,Maccabi Haifa,Israel,,
2026,Senegal,5.0,Idrissa Gueye,MF,MF,1989-09-26,36.0,Everton,England,,
2026,Senegal,6.0,Pathé Ciss,MF,MF,1994-03-16,32.0,Rayo Vallecano,Spain,,
2026,Senegal,7.0,Assane Diao,FW,FW,2005-09-07,20.0,Como,Italy,,
2026,Senegal,8.0,Lamine Camara,MF,MF,2004-01-01,22.0,Monaco,France,,
2026,Senegal,9.0,Bamba Dieng,FW,FW,2000-03-23,26.0,Lorient,France,,
2026,Senegal,10.0,Sadio Mané,FW,FW,1992-04-10,34.0,Al-Nassr,Saudi Arabia,,
2026,Senegal,11.0,Nicolas Jackson,FW,FW,2001-06-20,24.0,Bayern Munich,Germany,,
2026,Senegal,12.0,Cherif Ndiaye,FW,FW,1996-01-23,30.0,Samsunspor,Turkey,,
2026,Senegal,13.0,Iliman Ndiaye,FW,FW,2000-03-06,26.0,Everton,England,,
2026,Senegal,14.0,Ismail Jakobs,DF,DF,1999-08-17,26.0,Galatasaray,Turkey,,
2026,Senegal,15.0,Krépin Diatta,DF,DF,1999-02-25,27.0,Monaco,France,,
2026,Senegal,16.0,Édouard Mendy,GK,GK,1992-03-01,34.0,Al-Ahli,Saudi Arabia,,
2026,Senegal,17.0,Pape Matar Sarr,MF,MF,2002-09-14,23.0,Tottenham Hotspur,England,,
2026,Senegal,18.0,Ismaïla Sarr,FW,FW,1998-02-25,28.0,Crystal Palace,England,,
2026,Senegal,19.0,Moussa Niakhaté,DF,DF,1996-03-08,30.0,Lyon,France,,
2026,Senegal,20.0,Ibrahim Mbaye,FW,FW,2008-01-24,18.0,Paris Saint-Germain,France,,
2026,Senegal,21.0,Habib Diarra,MF,MF,2004-01-03,22.0,Sunderland,England,,
2026,Senegal,22.0,Bara Sapoko Ndiaye,MF,MF,2007-12-31,18.0,Bayern Munich,Germany,,
2026,Senegal,23.0,Mory Diaw,GK,GK,1993-06-22,32.0,Le Havre,France,,
2026,Senegal,24.0,Antoine Mendy,DF,DF,2004-05-27,22.0,Nice,France,,
2026,Senegal,25.0,El Hadji Malick Diouf,DF,DF,2004-12-29,21.0,West Ham United,England,,
2026,Senegal,26.0,Pape Gueye,MF,MF,1999-01-24,27.0,Villarreal,Spain,,
2026,South Africa,,Ronwen Williams,GK,GK,1992-01-21,34.0,Mamelodi Sundowns,South Africa,,
2026,South Africa,,Ricardo Goss,GK,GK,1994-04-02,32.0,Siwelele,South Africa,,
2026,South Africa,,Sipho Chaine,GK,GK,1996-12-14,29.0,Orlando Pirates,South Africa,,
2026,South Africa,,Aubrey Modiba,DF,DF,1995-07-22,30.0,Mamelodi Sundowns,South Africa,,
2026,South Africa,,Khuliso Mudau,DF,DF,1995-04-26,31.0,Mamelodi Sundowns,South Africa,,
2026,South Africa,,Nkosinathi Sibisi,DF,DF,1995-09-22,30.0,Orlando Pirates,South Africa,,
2026,South Africa,,Mbekezeli Mbokazi,DF,DF,2005-09-19,20.0,Chicago Fire,United States,,
2026,South Africa,,Ime Okon,DF,DF,2004-02-20,22.0,Hannover 96,Germany,,
2026,South Africa,,Samukele Kabini,DF,DF,2004-03-15,22.0,Molde,Norway,,
